Bill No,Date,Customer,Mobile,Total Amount,Received,Balance,Payment Mode
189348,25-12-2025,Customer 702602,7329739833,19920.0,19920.0,0.0,
189403,05-12-2025,Customer 894567,7191614287,12204.0,6102.0,6102.0,
189419,08-12-2025,Customer 987226,9074332417,4846.0,2423.0,2423.0,
189427,18-12-2025,Customer 186401,8461336416,13442.0,6721.0,6721.0,
189476,13-12-2025,Customer 761554,7826433921,10268.0,5134.0,5134.0,
189545,11-12-2025,Customer 733110,9301042180,1893.0,1893.0,0.0,
189573,09-12-2025,Customer 102999,9106862942,5348.0,2674.0,2674.0,
189595,13-12-2025,Customer 559252,6630838240,19353.0,9676.0,9677.0,
189596,10-12-2025,Customer 895637,9626140305,16951.0,8475.0,8476.0,
189600,29-12-2025,Customer 106268,6484691438,4471.0,2235.0,2236.0,
189614,23-12-2025,Customer 891254,7173442384,11642.0,5821.0,5821.0,
189635,18-12-2025,Customer 578935,6520494682,6746.0,6746.0,0.0,
189707,04-12-2025,Customer 525938,8768629648,16685.0,16685.0,0.0,
189772,18-12-2025,Customer 957864,7342548006,2384.0,1192.0,1192.0,
189792,11-12-2025,Customer 841889,7211000176,8868.0,4434.0,4434.0,
189810,08-12-2025,Customer 321573,8308799594,13297.0,6648.0,6649.0,
189812,21-12-2025,Customer 756356,9555235688,1974.0,987.0,987.0,
189821,20-12-2025,Customer 179326,8923243134,9886.0,4943.0,4943.0,
189839,09-12-2025,Customer 768015,6050272910,18153.0,9076.0,9077.0,
189884,14-12-2025,Customer 719454,6194086505,2918.0,1459.0,1459.0,
189913,02-12-2025,Customer 849826,7553013235,14719.0,7359.0,7360.0,
189924,24-12-2025,Customer 435200,6115195569,13739.0,6869.0,6870.0,
189929,02-12-2025,Customer 199384,8170342007,13114.0,13114.0,0.0,
189932,06-12-2025,Customer 401250,9463730982,7440.0,7440.0,0.0,
189943,24-12-2025,Customer 564832,6315512718,12740.0,12740.0,0.0,
189957,27-12-2025,Customer 769188,9350627865,12545.0,6272.0,6273.0,
190083,26-12-2025,Customer 562844,6324887074,2673.0,1336.0,1337.0,
190095,02-12-2025,Customer 588830,8664309331,10067.0,5033.0,5034.0,
190104,23-12-2025,Customer 915934,9698201034,11787.0,5893.0,5894.0,
190108,13-12-2025,Customer 360211,6861728956,5985.0,2992.0,2993.0,
190120,13-12-2025,Customer 496434,7084616783,2943.0,1471.0,1472.0,
190129,21-12-2025,Customer 787613,7109973114,6949.0,6949.0,0.0,
190139,18-12-2025,Customer 148971,6972563236,17399.0,17399.0,0.0,
190149,15-12-2025,Customer 841556,9740669194,19388.0,9694.0,9694.0,
190158,24-12-2025,Customer 405827,7558116499,15278.0,7639.0,7639.0,
190206,27-12-2025,Customer 224762,6110854843,4715.0,2357.0,2358.0,
190207,16-12-2025,Customer 209437,9469672772,6170.0,3085.0,3085.0,
190226,15-12-2025,Customer 824479,6243661803,13509.0,13509.0,0.0,
190262,04-12-2025,Customer 697519,8154227569,18970.0,9485.0,9485.0,
190274,31-12-2025,Customer 271358,6838369123,8519.0,4259.0,4260.0,
190276,30-12-2025,Customer 920042,8071330209,13086.0,6543.0,6543.0,
190334,03-12-2025,Customer 470085,9569626638,2497.0,1248.0,1249.0,
190379,19-12-2025,Customer 610608,9220396834,14185.0,7092.0,7093.0,
190390,21-12-2025,Customer 813697,7020188113,14995.0,7497.0,7498.0,
190406,13-12-2025,Customer 532331,9656324946,4142.0,4142.0,0.0,
190493,25-12-2025,Customer 175094,7935840222,11466.0,11466.0,0.0,
190494,19-12-2025,Customer 707152,6787669722,9797.0,9797.0,0.0,
190526,12-12-2025,Customer 371603,6014639094,16887.0,8443.0,8444.0,
190547,13-12-2025,Customer 472628,9302344818,3899.0,1949.0,1950.0,
190566,29-12-2025,Customer 121242,9018499381,18442.0,9221.0,9221.0,
190615,30-12-2025,Customer 592879,7676461222,1955.0,977.0,978.0,
190617,14-12-2025,Customer 173067,7696043828,19350.0,9675.0,9675.0,
190636,15-12-2025,Customer 351160,9354152285,3344.0,1672.0,1672.0,
190652,09-12-2025,Customer 290341,9599207988,848.0,424.0,424.0,
190655,03-12-2025,Customer 167088,8886209129,9689.0,9689.0,0.0,
190666,27-12-2025,Customer 549049,7544848363,12982.0,12982.0,0.0,
190684,17-12-2025,Customer 410941,7290955136,2671.0,1335.0,1336.0,
190706,07-12-2025,Customer 807226,7874509352,8251.0,4125.0,4126.0,
190741,07-12-2025,Customer 234866,8502841139,3772.0,3772.0,0.0,
190879,31-12-2025,Customer 312521,9313667437,2727.0,2727.0,0.0,
190880,07-12-2025,Customer 692532,6909663255,5899.0,2949.0,2950.0,
190943,13-12-2025,Customer 865579,6719997854,12484.0,6242.0,6242.0,
191005,23-12-2025,Customer 272115,6826618194,18211.0,18211.0,0.0,
191030,23-12-2025,Customer 852004,9731675764,6680.0,3340.0,3340.0,
191073,26-12-2025,Customer 507028,7923288213,11233.0,5616.0,5617.0,
191120,10-12-2025,Customer 168622,9258388934,2878.0,1439.0,1439.0,
191140,08-12-2025,Customer 608946,6592126610,4545.0,4545.0,0.0,
191209,26-12-2025,Customer 378075,8217368979,16978.0,8489.0,8489.0,
191210,19-12-2025,Customer 391525,9484252406,5750.0,5750.0,0.0,
191215,10-12-2025,Customer 316010,7807997922,4118.0,2059.0,2059.0,
191232,24-12-2025,Customer 590390,6831884354,4509.0,4509.0,0.0,
191259,07-12-2025,Customer 408337,8529872164,6809.0,3404.0,3405.0,
191282,15-12-2025,Customer 567339,8831696627,12769.0,6384.0,6385.0,
191301,23-12-2025,Customer 976888,7585360329,1342.0,671.0,671.0,
191391,24-12-2025,Customer 414135,8206083269,14045.0,7022.0,7023.0,
191429,22-12-2025,Customer 459381,6801989772,741.0,370.0,371.0,
191480,26-12-2025,Customer 818414,6812235987,4170.0,4170.0,0.0,
191482,21-12-2025,Customer 318050,7784087817,9000.0,4500.0,4500.0,
191501,24-12-2025,Customer 246553,6146395795,13670.0,6835.0,6835.0,
191522,16-12-2025,Customer 670053,7056004287,12270.0,6135.0,6135.0,
191538,06-12-2025,Customer 411661,8477117827,6992.0,6992.0,0.0,
191570,30-12-2025,Customer 787826,8011997055,14387.0,14387.0,0.0,
191640,14-12-2025,Customer 146283,6664020423,16488.0,8244.0,8244.0,
191664,12-12-2025,Customer 347676,7296843146,17451.0,17451.0,0.0,
191716,14-12-2025,Customer 785009,8946800459,12319.0,6159.0,6160.0,
191786,31-12-2025,Customer 431955,6106502219,7386.0,3693.0,3693.0,
191845,09-12-2025,Customer 135020,9252343138,3109.0,1554.0,1555.0,
191858,02-12-2025,Customer 287959,8756814700,12868.0,6434.0,6434.0,
191879,03-12-2025,Customer 725141,6039589873,8990.0,8990.0,0.0,
191937,27-12-2025,Customer 724859,9136433581,5375.0,2687.0,2688.0,
191951,10-12-2025,Customer 397471,8985038166,11197.0,5598.0,5599.0,
192015,07-12-2025,Customer 777560,8081223378,11285.0,11285.0,0.0,
192077,30-12-2025,Customer 898486,7400690163,15218.0,7609.0,7609.0,
192095,27-12-2025,Customer 669276,7830051079,14619.0,7309.0,7310.0,
192108,03-12-2025,Customer 224585,9370136754,11945.0,11945.0,0.0,
192112,10-12-2025,Customer 719823,6399207783,9624.0,4812.0,4812.0,
192137,19-12-2025,Customer 708910,7918057648,19026.0,19026.0,0.0,
192155,09-12-2025,Customer 216040,9006153285,875.0,437.0,438.0,
192170,07-12-2025,Customer 234147,7989313647,3511.0,1755.0,1756.0,
192184,24-12-2025,Customer 285371,8567308321,18316.0,9158.0,9158.0,
192281,07-12-2025,Customer 968386,8781143353,15939.0,15939.0,0.0,
192328,31-12-2025,Customer 561369,9375333138,15955.0,15955.0,0.0,
192334,25-12-2025,Customer 126441,6473674239,6780.0,3390.0,3390.0,
192337,14-12-2025,Customer 342206,9102417545,9028.0,4514.0,4514.0,
192356,22-12-2025,Customer 276007,6414617970,6932.0,6932.0,0.0,
192372,20-12-2025,Customer 918659,7249405402,12992.0,6496.0,6496.0,
192373,10-12-2025,Customer 773855,9620620512,6631.0,3315.0,3316.0,
192387,13-12-2025,Customer 689979,6405662215,7784.0,3892.0,3892.0,
192405,22-12-2025,Customer 790701,7505403938,10778.0,10778.0,0.0,
192459,28-12-2025,Customer 843889,6551863084,6478.0,3239.0,3239.0,
192484,02-12-2025,Customer 289448,6933074375,17690.0,8845.0,8845.0,
192487,15-12-2025,Customer 999843,8601436236,9715.0,9715.0,0.0,
192574,25-12-2025,Customer 961096,9622484822,7316.0,7316.0,0.0,
192583,21-12-2025,Customer 948441,9114679493,7905.0,3952.0,3953.0,
192617,16-12-2025,Customer 438981,8435830205,17452.0,8726.0,8726.0,
192632,29-12-2025,Customer 941423,9239171465,19524.0,9762.0,9762.0,
192648,22-12-2025,Customer 176366,9088028527,643.0,321.0,322.0,
192671,04-12-2025,Customer 363461,9886555840,7612.0,3806.0,3806.0,
192680,02-12-2025,Customer 565464,8365046003,5594.0,2797.0,2797.0,
192687,30-12-2025,Customer 533416,7501586690,7453.0,3726.0,3727.0,
192714,26-12-2025,Customer 423116,9807687746,11802.0,5901.0,5901.0,
192737,05-12-2025,Customer 353210,8430593502,19744.0,9872.0,9872.0,
192743,27-12-2025,Customer 269546,9990369502,4134.0,2067.0,2067.0,
192747,04-12-2025,Customer 263904,9548759244,4045.0,2022.0,2023.0,
192750,26-12-2025,Customer 646235,6382717732,5831.0,5831.0,0.0,
192757,30-12-2025,Customer 599994,9249270356,16582.0,16582.0,0.0,
192766,12-12-2025,Customer 706043,9155762642,1352.0,676.0,676.0,
192829,27-12-2025,Customer 440940,8412116815,18710.0,18710.0,0.0,
192866,18-12-2025,Customer 166423,9141069565,4332.0,4332.0,0.0,
192870,08-12-2025,Customer 535067,8553625718,3434.0,1717.0,1717.0,
192913,13-12-2025,Customer 599176,9534044375,7269.0,3634.0,3635.0,
192948,27-12-2025,Customer 828129,9157365297,11916.0,5958.0,5958.0,
192952,14-12-2025,Customer 948548,9102434781,16171.0,16171.0,0.0,
192963,18-12-2025,Customer 273040,6735943071,915.0,457.0,458.0,
192991,27-12-2025,Customer 858144,6923848067,17856.0,8928.0,8928.0,
193029,30-12-2025,Customer 783411,9204032270,10266.0,10266.0,0.0,
193032,04-12-2025,Customer 276538,9036116937,14906.0,14906.0,0.0,
193035,18-12-2025,Customer 970629,7023504420,1041.0,1041.0,0.0,
193088,03-12-2025,Customer 262461,7573823435,8003.0,8003.0,0.0,
193107,06-12-2025,Customer 539079,8774239768,8781.0,8781.0,0.0,
193183,31-12-2025,Customer 194613,8796629758,11282.0,5641.0,5641.0,
193187,02-12-2025,Customer 238174,7423921811,16040.0,16040.0,0.0,
193206,27-12-2025,Customer 408993,7295270526,3810.0,1905.0,1905.0,
193207,20-12-2025,Customer 961353,7354751171,10005.0,5002.0,5003.0,
193210,20-12-2025,Customer 688966,6322228740,3468.0,1734.0,1734.0,
193228,17-12-2025,Customer 542733,7269532908,9919.0,4959.0,4960.0,
193335,28-12-2025,Customer 295042,7164150756,17966.0,17966.0,0.0,
193354,21-12-2025,Customer 914863,9213811146,11803.0,5901.0,5902.0,
193355,18-12-2025,Customer 675439,7769428116,7081.0,7081.0,0.0,
193373,26-12-2025,Customer 789606,6330992902,5548.0,2774.0,2774.0,
193387,18-12-2025,Customer 260529,6847051867,2757.0,1378.0,1379.0,
193418,31-12-2025,Customer 720651,9957592805,16970.0,8485.0,8485.0,
193421,28-12-2025,Customer 297809,6955495696,5486.0,2743.0,2743.0,
193452,07-12-2025,Customer 278596,7055710739,5000.0,2500.0,2500.0,
193533,24-12-2025,Customer 826098,7746100527,12214.0,12214.0,0.0,
193539,28-12-2025,Customer 907415,8636227679,12391.0,6195.0,6196.0,
193595,03-12-2025,Customer 876693,7845774434,12550.0,12550.0,0.0,
193631,08-12-2025,Customer 706856,6864569436,17260.0,8630.0,8630.0,
193651,11-12-2025,Customer 467792,8473384145,1517.0,1517.0,0.0,
193681,18-12-2025,Customer 148567,9105385001,19004.0,9502.0,9502.0,
193738,04-12-2025,Customer 116460,6181815184,11559.0,5779.0,5780.0,
193751,10-12-2025,Customer 379842,8478315105,6683.0,3341.0,3342.0,
193785,25-12-2025,Customer 688960,7444930073,8227.0,4113.0,4114.0,
193813,06-12-2025,Customer 802861,7642986917,17555.0,8777.0,8778.0,
193820,13-12-2025,Customer 624199,8084846286,1038.0,519.0,519.0,
193822,07-12-2025,Customer 176355,6319802015,5325.0,2662.0,2663.0,
193825,16-12-2025,Customer 767919,8348914703,5186.0,2593.0,2593.0,
193848,21-12-2025,Customer 579788,7445853231,5859.0,5859.0,0.0,
193859,29-12-2025,Customer 772963,9813539516,8172.0,4086.0,4086.0,
193865,03-12-2025,Customer 240607,7176708497,6950.0,6950.0,0.0,
193890,28-12-2025,Customer 544333,6907194042,3167.0,1583.0,1584.0,
193959,19-12-2025,Customer 738262,9263115295,5514.0,5514.0,0.0,
193985,04-12-2025,Customer 273311,6543285140,3006.0,1503.0,1503.0,
194040,09-12-2025,Customer 777461,9338258451,4736.0,4736.0,0.0,
194048,11-12-2025,Customer 911470,9449613777,5909.0,2954.0,2955.0,
194101,24-12-2025,Customer 240509,7606802321,12323.0,6161.0,6162.0,
194122,15-12-2025,Customer 199622,9521926499,10466.0,10466.0,0.0,
194195,30-12-2025,Customer 730602,9059430644,3459.0,1729.0,1730.0,
194226,08-12-2025,Customer 602621,6362413618,3163.0,1581.0,1582.0,
194257,02-12-2025,Customer 129862,6603568761,10170.0,10170.0,0.0,
194277,22-12-2025,Customer 979309,6865913494,18229.0,18229.0,0.0,
194279,12-12-2025,Customer 731876,7675488200,10572.0,5286.0,5286.0,
194285,05-12-2025,Customer 541946,9007526991,9474.0,9474.0,0.0,
194312,22-12-2025,Customer 188512,9313863824,16492.0,8246.0,8246.0,
194334,27-12-2025,Customer 703520,9991632418,14109.0,7054.0,7055.0,
194355,19-12-2025,Customer 813835,8902940835,6065.0,3032.0,3033.0,
194361,24-12-2025,Customer 295541,9185929918,13908.0,6954.0,6954.0,
194399,23-12-2025,Customer 265506,9302259602,10040.0,5020.0,5020.0,
194429,27-12-2025,Customer 492288,8126800643,10536.0,5268.0,5268.0,
194433,22-12-2025,Customer 517922,9322651243,14722.0,7361.0,7361.0,
194482,27-12-2025,Customer 783369,9210987391,10573.0,5286.0,5287.0,
194501,07-12-2025,Customer 197371,7158880830,16983.0,8491.0,8492.0,
194515,13-12-2025,Customer 749069,9402420940,19283.0,9641.0,9642.0,
194527,02-12-2025,Customer 872545,8857382186,7384.0,7384.0,0.0,
194538,25-12-2025,Customer 156056,7136359439,13657.0,13657.0,0.0,
194565,02-12-2025,Customer 696249,6960657913,10206.0,5103.0,5103.0,
194586,05-12-2025,Customer 466751,8205177239,4488.0,4488.0,0.0,
194638,18-12-2025,Customer 934036,6874243602,18101.0,18101.0,0.0,
194653,19-12-2025,Customer 408527,6359134596,13155.0,13155.0,0.0,
194667,20-12-2025,Customer 394555,8714788355,15610.0,15610.0,0.0,
194674,06-12-2025,Customer 263690,8978361461,12602.0,6301.0,6301.0,
194705,11-12-2025,Customer 324228,7134920678,13272.0,6636.0,6636.0,
194808,07-12-2025,Customer 795275,7513490563,2589.0,1294.0,1295.0,
194818,08-12-2025,Customer 742152,8332942175,17102.0,17102.0,0.0,
194856,12-12-2025,Customer 479575,9215024903,16635.0,8317.0,8318.0,
194867,11-12-2025,Customer 122373,8398480439,8133.0,4066.0,4067.0,
194883,30-12-2025,Customer 440801,9359410852,18567.0,18567.0,0.0,
194897,05-12-2025,Customer 474210,8968853392,14085.0,7042.0,7043.0,
194951,12-12-2025,Customer 800819,7943519971,11537.0,5768.0,5769.0,
195001,28-12-2025,Customer 933740,9575310884,6240.0,6240.0,0.0,
195038,30-12-2025,Customer 577682,6294440018,9734.0,4867.0,4867.0,
195145,15-12-2025,Customer 899727,7899272354,17564.0,17564.0,0.0,
195174,25-12-2025,Customer 208434,6715247628,7573.0,3786.0,3787.0,
195193,06-12-2025,Customer 736643,7164717849,4320.0,2160.0,2160.0,
195264,15-12-2025,Customer 382729,9152059517,5902.0,2951.0,2951.0,
195294,31-12-2025,Customer 170693,8387498962,7498.0,3749.0,3749.0,
195296,20-12-2025,Customer 449423,8681661241,16507.0,8253.0,8254.0,
195324,03-12-2025,Customer 465692,8323545576,16009.0,8004.0,8005.0,
195350,08-12-2025,Customer 662467,6302474858,1248.0,1248.0,0.0,
195363,28-12-2025,Customer 358639,6668742448,4867.0,2433.0,2434.0,
195368,12-12-2025,Customer 494249,8225639242,17372.0,17372.0,0.0,
195371,17-12-2025,Customer 715924,8746858966,13718.0,13718.0,0.0,
195374,20-12-2025,Customer 792643,9481929978,14983.0,7491.0,7492.0,
195411,09-12-2025,Customer 448589,7026658558,13287.0,13287.0,0.0,
195431,24-12-2025,Customer 646068,7582525753,647.0,323.0,324.0,
195460,27-12-2025,Customer 721242,9798482093,3165.0,3165.0,0.0,
195465,08-12-2025,Customer 926633,6240326054,4366.0,4366.0,0.0,
195533,15-12-2025,Customer 661715,9345753475,15468.0,7734.0,7734.0,
195557,19-12-2025,Customer 982978,7726118447,12896.0,12896.0,0.0,
195579,22-12-2025,Customer 860152,6299022260,1696.0,848.0,848.0,
195644,04-12-2025,Customer 455980,8009803208,6567.0,6567.0,0.0,
195704,16-12-2025,Customer 935959,7794720024,17271.0,17271.0,0.0,
195753,16-12-2025,Customer 353269,6653836048,16491.0,8245.0,8246.0,
195769,25-12-2025,Customer 186586,8646352685,8191.0,8191.0,0.0,
195809,10-12-2025,Customer 988880,8414065041,12202.0,6101.0,6101.0,
195823,04-12-2025,Customer 365082,9407769519,7290.0,7290.0,0.0,
195828,09-12-2025,Customer 446009,8018561908,11507.0,11507.0,0.0,
195847,31-12-2025,Customer 804881,9734529223,11113.0,5556.0,5557.0,
195908,15-12-2025,Customer 415361,7991646947,19154.0,19154.0,0.0,
195910,15-12-2025,Customer 506479,6683165773,15686.0,15686.0,0.0,
195913,29-12-2025,Customer 614092,9076340997,4545.0,2272.0,2273.0,
195919,12-12-2025,Customer 909762,6839131287,4374.0,4374.0,0.0,
195931,17-12-2025,Customer 739193,9323336609,2087.0,1043.0,1044.0,
195964,24-12-2025,Customer 798551,7519294972,18566.0,9283.0,9283.0,
195977,31-12-2025,Customer 295446,9025378580,14253.0,14253.0,0.0,
195981,03-12-2025,Customer 468783,9831426174,12595.0,6297.0,6298.0,
195982,08-12-2025,Customer 703415,7802401376,15973.0,7986.0,7987.0,
196016,27-12-2025,Customer 256551,7463093376,8960.0,8960.0,0.0,
196033,25-12-2025,Customer 905694,9557724179,10325.0,10325.0,0.0,
196087,09-12-2025,Customer 119495,7771290202,10762.0,5381.0,5381.0,
196105,03-12-2025,Customer 199425,9481948835,15038.0,15038.0,0.0,
196110,28-12-2025,Customer 156811,9592163404,13993.0,6996.0,6997.0,
196155,14-12-2025,Customer 485504,8559658403,7233.0,3616.0,3617.0,
196156,26-12-2025,Customer 108200,6244166342,5002.0,5002.0,0.0,
196161,18-12-2025,Customer 293288,8502120639,898.0,898.0,0.0,
196198,24-12-2025,Customer 948197,8532372324,16795.0,16795.0,0.0,
196213,05-12-2025,Customer 762810,7498289591,16669.0,8334.0,8335.0,
196214,04-12-2025,Customer 973704,6534172713,7920.0,7920.0,0.0,
196235,24-12-2025,Customer 803692,7594373389,2577.0,1288.0,1289.0,
196264,10-12-2025,Customer 899499,6821082068,12844.0,6422.0,6422.0,
196269,11-12-2025,Customer 753085,6618107537,6877.0,3438.0,3439.0,
196284,20-12-2025,Customer 255388,8053708562,1158.0,579.0,579.0,
196289,16-12-2025,Customer 702631,8678578606,19189.0,9594.0,9595.0,
196298,10-12-2025,Customer 440793,6032777911,6724.0,3362.0,3362.0,
196302,31-12-2025,Customer 444338,8655969088,1724.0,862.0,862.0,
196310,11-12-2025,Customer 583715,6267899594,18599.0,9299.0,9300.0,
196325,23-12-2025,Customer 283585,7645299434,18573.0,9286.0,9287.0,
196400,09-12-2025,Customer 100283,9820274032,2549.0,1274.0,1275.0,
196409,15-12-2025,Customer 824725,8984392814,18184.0,9092.0,9092.0,
196418,25-12-2025,Customer 748639,6517996120,5083.0,2541.0,2542.0,
196431,02-12-2025,Customer 415458,7023567576,13154.0,6577.0,6577.0,
196437,05-12-2025,Customer 484784,9732415935,12939.0,6469.0,6470.0,
196449,07-12-2025,Customer 618754,6846660085,19034.0,19034.0,0.0,
196501,07-12-2025,Customer 678075,8180057679,12684.0,6342.0,6342.0,
196564,15-12-2025,Customer 516101,8014933293,12116.0,6058.0,6058.0,
196565,05-12-2025,Customer 882190,8748828965,11053.0,11053.0,0.0,
196580,03-12-2025,Customer 436489,8527951655,18950.0,18950.0,0.0,
196604,11-12-2025,Customer 481592,6977484337,2510.0,1255.0,1255.0,
196719,03-12-2025,Customer 952788,7563878895,3533.0,1766.0,1767.0,
196750,17-12-2025,Customer 954318,6073240062,8411.0,4205.0,4206.0,
196758,14-12-2025,Customer 973708,6372366181,10312.0,5156.0,5156.0,
196768,26-12-2025,Customer 331753,8270331819,12214.0,12214.0,0.0,
196798,15-12-2025,Customer 734691,9544215667,15664.0,7832.0,7832.0,
196803,12-12-2025,Customer 501719,9705747869,18014.0,9007.0,9007.0,
196809,21-12-2025,Customer 713594,9815705728,16009.0,8004.0,8005.0,
196861,31-12-2025,Customer 361403,9029572650,16610.0,8305.0,8305.0,
196875,02-12-2025,Customer 601508,8603979569,14898.0,7449.0,7449.0,
196878,07-12-2025,Customer 239623,8908722048,5881.0,5881.0,0.0,
196885,17-12-2025,Customer 969892,9411010581,4165.0,2082.0,2083.0,
196967,04-12-2025,Customer 795862,7215807199,12150.0,6075.0,6075.0,
197015,03-12-2025,Customer 262877,7909090658,14647.0,7323.0,7324.0,
197042,16-12-2025,Customer 573587,8047642696,19124.0,9562.0,9562.0,
197055,14-12-2025,Customer 912311,7002749336,4471.0,2235.0,2236.0,
197072,05-12-2025,Customer 136554,8080377705,18646.0,18646.0,0.0,
197085,10-12-2025,Customer 260617,7019451348,12949.0,12949.0,0.0,
197122,23-12-2025,Customer 434705,9507905943,10473.0,5236.0,5237.0,
197134,05-12-2025,Customer 748715,6756199153,6608.0,6608.0,0.0,
197141,18-12-2025,Customer 703219,8907622993,15112.0,15112.0,0.0,
197184,25-12-2025,Customer 895904,9915268861,17342.0,8671.0,8671.0,
197189,14-12-2025,Customer 161896,6457566506,17298.0,17298.0,0.0,
197202,21-12-2025,Customer 512468,6220468942,3655.0,1827.0,1828.0,
197244,22-12-2025,Customer 156154,8224188060,13249.0,6624.0,6625.0,
197258,06-12-2025,Customer 745219,6646812876,15447.0,7723.0,7724.0,
197259,09-12-2025,Customer 354404,6324559225,875.0,437.0,438.0,
197323,06-12-2025,Customer 287556,6781748298,2413.0,1206.0,1207.0,
197333,21-12-2025,Customer 721357,9260464492,9279.0,4639.0,4640.0,
197351,31-12-2025,Customer 363077,7127486511,12253.0,6126.0,6127.0,
197373,23-12-2025,Customer 848908,7587437039,13045.0,6522.0,6523.0,
197380,21-12-2025,Customer 827466,7365835876,13616.0,6808.0,6808.0,
197389,13-12-2025,Customer 406645,8180309309,5959.0,5959.0,0.0,
197436,28-12-2025,Customer 235164,6573963282,1986.0,1986.0,0.0,
197459,13-12-2025,Customer 483644,8366028421,9192.0,4596.0,4596.0,
197567,19-12-2025,Customer 492581,9150127324,1435.0,717.0,718.0,
197575,21-12-2025,Customer 452615,9929297526,7934.0,3967.0,3967.0,
197600,07-12-2025,Customer 928318,7007194700,8389.0,4194.0,4195.0,
197606,28-12-2025,Customer 369342,6373914460,6851.0,6851.0,0.0,
197621,18-12-2025,Customer 436305,7168342625,10743.0,10743.0,0.0,
197623,05-12-2025,Customer 302923,6965558622,12564.0,6282.0,6282.0,
197713,16-12-2025,Customer 514000,6853256573,9309.0,4654.0,4655.0,
197721,28-12-2025,Customer 689460,8884352686,17636.0,8818.0,8818.0,
197734,26-12-2025,Customer 419129,6604736165,883.0,441.0,442.0,
197757,22-12-2025,Customer 857124,6135654809,9381.0,4690.0,4691.0,
197761,29-12-2025,Customer 417336,6220557788,16272.0,16272.0,0.0,
197795,07-12-2025,Customer 934697,9640447242,3967.0,3967.0,0.0,
197797,12-12-2025,Customer 467779,7294778852,6006.0,6006.0,0.0,
197837,04-12-2025,Customer 698768,8403990850,12529.0,6264.0,6265.0,
197891,22-12-2025,Customer 519142,9845196529,8289.0,4144.0,4145.0,
197895,28-12-2025,Customer 536478,7906301691,19721.0,9860.0,9861.0,
197954,19-12-2025,Customer 406546,8344254656,13996.0,6998.0,6998.0,
198012,10-12-2025,Customer 449098,8209312850,13004.0,6502.0,6502.0,
198033,22-12-2025,Customer 437313,8895342268,8078.0,8078.0,0.0,
198070,15-12-2025,Customer 785602,8837804216,2756.0,2756.0,0.0,
198090,18-12-2025,Customer 746737,7337367869,16431.0,16431.0,0.0,
198091,18-12-2025,Customer 703266,6471027872,6803.0,6803.0,0.0,
198101,06-12-2025,Customer 822241,7832488631,8377.0,4188.0,4189.0,
198142,22-12-2025,Customer 214623,7952673680,2457.0,2457.0,0.0,
198149,03-12-2025,Customer 342023,6021498276,2205.0,1102.0,1103.0,
198153,13-12-2025,Customer 414684,7142423747,3598.0,3598.0,0.0,
198172,26-12-2025,Customer 554215,9946412181,14633.0,7316.0,7317.0,
198188,08-12-2025,Customer 464939,7336108096,7159.0,3579.0,3580.0,
198210,31-12-2025,Customer 420865,8568092871,3732.0,1866.0,1866.0,
198212,24-12-2025,Customer 484009,7735747149,5850.0,2925.0,2925.0,
198232,23-12-2025,Customer 305906,7057289775,1866.0,933.0,933.0,
198290,27-12-2025,Customer 456204,8609611080,18640.0,9320.0,9320.0,
198297,06-12-2025,Customer 182459,9128714454,15174.0,7587.0,7587.0,
198301,12-12-2025,Customer 541033,8890374005,7465.0,3732.0,3733.0,
198310,19-12-2025,Customer 687166,7215645254,10057.0,5028.0,5029.0,
198317,08-12-2025,Customer 379151,9483453837,13779.0,13779.0,0.0,
198319,21-12-2025,Customer 384975,6861931287,9516.0,4758.0,4758.0,
198352,12-12-2025,Customer 950149,9056948446,16698.0,8349.0,8349.0,
198360,23-12-2025,Customer 177681,9096815329,9079.0,9079.0,0.0,
198406,31-12-2025,Customer 610833,7463187503,16472.0,8236.0,8236.0,
198466,17-12-2025,Customer 383724,9672536200,15304.0,7652.0,7652.0,
198468,03-12-2025,Customer 340187,7030127593,17125.0,8562.0,8563.0,
198510,10-12-2025,Customer 935524,7903098541,17908.0,8954.0,8954.0,
198567,15-12-2025,Customer 865257,8851065073,4002.0,2001.0,2001.0,
198604,21-12-2025,Customer 165137,8853493264,12469.0,12469.0,0.0,
198634,21-12-2025,Customer 750171,6493364349,15661.0,7830.0,7831.0,
198662,26-12-2025,Customer 737301,6586399979,12412.0,6206.0,6206.0,
198686,05-12-2025,Customer 750461,7936274584,14210.0,7105.0,7105.0,
198717,02-12-2025,Customer 454043,9700112403,7082.0,7082.0,0.0,
198821,13-12-2025,Customer 713068,7279407796,5821.0,5821.0,0.0,
198830,03-12-2025,Customer 371020,7367417871,6725.0,3362.0,3363.0,
198841,27-12-2025,Customer 303477,9594724655,14786.0,14786.0,0.0,
198917,03-12-2025,Customer 316952,9578105951,10954.0,5477.0,5477.0,
198933,18-12-2025,Customer 504529,7897440090,4961.0,4961.0,0.0,
198958,05-12-2025,Customer 290431,8072230216,17647.0,17647.0,0.0,
198967,15-12-2025,Customer 323936,6526545990,9702.0,4851.0,4851.0,
198972,04-12-2025,Customer 789083,9569812852,11532.0,5766.0,5766.0,
198981,14-12-2025,Customer 755230,6704694934,885.0,885.0,0.0,
199036,26-12-2025,Customer 441540,6201087588,15725.0,15725.0,0.0,
199072,24-12-2025,Customer 819846,6966674587,14785.0,7392.0,7393.0,
